Title|Authors
Impulsive stealing in Parkinson's disease (PD): The first case associated with dopaminergic medication|['Martin McKeown', 'Silke Cresswell']
"Bayesian Network Modeling For Discovering"" Directed Synergies"" Among Muscles in Reaching Movements"|['Martin McKeown', 'Z. Jane Wang']
Clinically Informed Automated Assessment of Finger Tapping Videos in Parkinson’s Disease|['Martin McKeown', 'Z. Jane Wang']
Spatiotemporal patterns of putaminal dopamine processing in Parkinson’s disease: A multi-tracer positron emission tomography study|['Martin McKeown', 'A Jon Stoessl', 'Vesna Sossi']
Novel data-driven method captures spatio-temporal patterns of neurodegeneration in Parkinson's disease|['Martin McKeown', 'A Jon Stoessl', 'Vesna Sossi']
Distinct spatio-temporal patterns of putuminal dopamine processing in Parkinson's disease: A multi-tracer positron emission tomography study|['Martin McKeown', 'A Jon Stoessl', 'Vesna Sossi']
A Multivariate Approach for Denoising of T2 Relaxation Decay Curves in Myelin Water Fraction Imaging|['Martin McKeown', 'Z. Jane Wang']
Relative Preservation of Serotonergic Function Increases Response to Treatment in Early PD|['Martin McKeown', 'A Jon Stoessl', 'Vesna Sossi']
Joint multimodal analysis revealed complementary spatial patterns of dopaminergic and serotonergic interactions related to levodopa response in Parkinson's disease|['Martin McKeown', 'A Jon Stoessl', 'Vesna Sossi']
Dopamine deficiency is associated with risk aversion but not loss aversion in Parkinson’s disease|['Martin McKeown', 'A Jon Stoessl', 'Silke Cresswell']
The effects of sensory reward cues on risky decision making in Parkinson's disease|['Martin McKeown', 'A Jon Stoessl', 'Catharine Winstanley', 'Silke Cresswell']
A bayesian network approach for prediction of future dementia in Parkinson's disease|['Martin McKeown', 'Silke Cresswell']
Apathy in Parkinson's disease is associated with abnormal alpha oscillatory behaviour during incentivized movement|['Martin McKeown', 'Silke Cresswell']
8 Brain Connectivity|['Martin McKeown', 'Z. Jane Wang']
Altered resting-state functional interhemispheric connectivity in Parkinson's disease|['Martin McKeown', 'Z. Jane Wang']
Alterations in Dynamic Brain Connectivity Patterns in Parkinson's Disease|['Martin McKeown', 'Z. Jane Wang']
Influences of Gender, Depression and Disease Severity on Moca Subscores in Parksinon's Disease|['Martin McKeown', 'Silke Cresswell']
The influence of LRRK2 mutations on cholinergic system in manifest and prodromal stage of Parkinson's disease: a positron emission tomography study|['Martin McKeown', 'A Jon Stoessl', 'Vesna Sossi']
Which items on the Montreal Cognitive Assessment (MoCA) in Parkinson's disease predict progression from mild cognitive impairment (MCI) to dementia?|['Martin McKeown', 'Silke Cresswell']
Joint time invariant and time dependent brain connectivity network estimation|['Martin McKeown', 'Z. Jane Wang']
Altered functional topography of the striatum in resting state fMRI in Parkinson's disease|['Martin McKeown', 'Z. Jane Wang']
Brain Connectivity Assessed with Functional MRI|['Martin McKeown', 'Z. Jane Wang']
Reduced dorsolateral putaminal connectivity in resting state FMRI in Parkinson's disease|['Martin McKeown', 'Z. Jane Wang']
Remapping of fMRI functional connectivity during resting state in multiple sclerosis represents compensatory mechanisms (P6. 146)|['Martin McKeown', 'Z. Jane Wang']
Compensatory remapping of fMRI functional connectivity during resting state in multiple sclerosis|['Martin McKeown', 'Z. Jane Wang']
A single bout of cycling exercise improves mood and motor function in Parkinson's disease|['Martin McKeown', 'Silke Cresswell']
The temporal dynamics of resting state connectivity in Parkinson's disease|['Martin McKeown', 'Z. Jane Wang', 'Silke Cresswell']
Decisions under risk in Parkinson's disease: Evaluating probability and magnitude for gain and loss|['Martin McKeown', 'A Jon Stoessl', 'Silke Cresswell']
Rigidity in Parkinson's disease is associated with a distributed motor subnetwork|['Martin McKeown', 'Z. Jane Wang']
Connectivity patterns derived from resting state fMRI predict bradykinesia and rigidity in Parkinson's disease|['Martin McKeown', 'Z. Jane Wang', 'Silke Cresswell']
Graphical Models of Functional MRI Data for Assessing Brain Connectivity|['Martin McKeown', 'Z. Jane Wang']
Impaired Visually-Dependent, Large-Scale EEG Information Flows in Parkinson's Disease at Rest (P06. 070)|['Martin McKeown', 'Z. Jane Wang']
1.114 VISUALLY-DEPENDENT, DIRECTIONAL EEG CONNECTIVITY CHANGES IN PARKINSON'S DISEASE AT REST|['Martin McKeown', 'Z. Jane Wang']
SU‐E‐I‐178: Spatial Analysis of PET Images Using 3D Moment Invariants (3DMI)|['Martin McKeown', 'Vesna Sossi']
Dopamine response to a hedonic stimulus/natural reward: A PET study|['Martin McKeown', 'A Jon Stoessl', 'Silke Cresswell', 'Vesna Sossi']
Differing biological substrates of manual tracking performance in Parkinson's disease subtypes|['Martin McKeown', 'Z. Jane Wang']
Altered cortico-putaminal DTI connectivity patterns in Parkinson's disease and their association with motor impairment|['Martin McKeown', 'Silke Cresswell']
Differences in effective connectivity between tremor-predominant (PDT) and akinetic-rigid (PDAR) variants of Parkinson's disease (PD)|['Martin McKeown', 'Z. Jane Wang']
Patterns of morphological change in basal ganglia (BG) structures in Parkinson's disease (PD)|['Martin McKeown', 'Silke Cresswell']
Incorporating Error-Rate-Controlled Prior in Modelling Brain Functional Connectivity|['Martin McKeown', 'Z. Jane Wang']
Force-dependent interhemispheric connectivity in Parkinson's disease (PD)|['Martin McKeown', 'Z. Jane Wang']
NEURAL-NET MODEL INSIGHTS INTO BASAL GANGLIA FUNCTION|['Martin McKeown', 'A Jon Stoessl']
Clinical Correlates of Complementary Spatial Patterns in [11] C-DTBZ,[11] C-MP,[11] C-RAC, and [11] C-DASB PET Images Revealed by Multiset Canonical Correlation Analysis in …|['Martin McKeown', 'A Jon Stoessl', 'Vesna Sossi']
Galvanic Vestibular Stimulation: Data Analysis and Applications in Neurorehabilitation Supplementary Material|['Martin McKeown', 'Z. Jane Wang']
A Multimodal Framework for Joint Kinematic and EEG Data Analysis during a Haptic Reaching Task in Parkinson’s Disease|['Martin McKeown', 'Z. Jane Wang']
A double‐blind controlled trial of bilateral fetal nigral transplantation in Parkinson's disease|['A Jon Stoessl', 'Vesna Sossi']
Expectation and dopamine release: mechanism of the placebo effect in Parkinson's disease|['A Jon Stoessl', 'Vesna Sossi']
Alpha‐synuclein p. H50Q, a novel pathogenic mutation for Parkinson's disease|['A Jon Stoessl', 'Silke Cresswell']
In vivo positron emission tomographic evidence for compensatory changes in presynaptic dopaminergic nerve terminals in Parkinson's disease|['A Jon Stoessl', 'Vesna Sossi']
Levodopa-induced changes in synaptic dopamine levels increase with progression of Parkinson's disease: implications for dyskinesias|['A Jon Stoessl', 'Vesna Sossi']
Dopamine release in human ventral striatum and expectation of reward|['A Jon Stoessl', 'Anthony Phillips', 'Vesna Sossi']
DNAJC13 mutations in Parkinson disease|['A Jon Stoessl', 'Silke Cresswell']
Effects of expectation on placebo-induced dopamine release in Parkinson disease|['A Jon Stoessl', 'Anthony Phillips', 'Vesna Sossi']
PET in LRRK2 mutations: comparison to sporadic Parkinson's disease and evidence for presymptomatic compensation|['A Jon Stoessl', 'Vesna Sossi']
Biochemical variations in the synaptic level of dopamine precede motor fluctuations in Parkinson's disease: PET evidence of increased dopamine turnover|['A Jon Stoessl', 'Vesna Sossi']
Bilateral human fetal striatal transplantation in Huntington’s disease|['A Jon Stoessl', 'Vesna Sossi']
Age‐specific progression of nigrostriatal dysfunction in Parkinson's disease|['A Jon Stoessl', 'Vesna Sossi']
Longitudinal progression of sporadic Parkinson's disease: a multi-tracer positron emission tomography study|['A Jon Stoessl', 'Vesna Sossi']
Randomized trial of intermittent intraputamenal glial cell line-derived neurotrophic factor in Parkinson’s disease|['A Jon Stoessl', 'Vesna Sossi']
Longitudinal evolution of compensatory changes in striatal dopamine processing in Parkinson's disease|['A Jon Stoessl', 'Vesna Sossi']
Dopamine transporter relation to dopamine turnover in Parkinson's disease: a positron emission tomography study|['A Jon Stoessl', 'Vesna Sossi']
Increase in Dopamine Turnover Occurs Early in Parkinson's Disease: Evidence from a New Modeling Approach to PET 18F-Fluorodopa Data|['A Jon Stoessl', 'Vesna Sossi']
PET demonstrates reduced dopamine transporter expression in PD with dyskinesias|['A Jon Stoessl', 'Vesna Sossi']
Progression of dopaminergic dysfunction in a LRRK2 kindred: a multitracer PET study|['A Jon Stoessl', 'Vesna Sossi']
Extended treatment with glial cell line-derived neurotrophic factor in Parkinson’s disease|['A Jon Stoessl', 'Vesna Sossi']
Effect of electroconvulsive therapy on brain 5-HT2 receptors in major depression|['A Jon Stoessl', 'Vesna Sossi']
Homozygous alpha-synuclein p. A53V in familial Parkinson's disease|['A Jon Stoessl', 'Vesna Sossi']
Serotonin and dopamine transporter PET changes in the premotor phase of LRRK2 parkinsonism: cross-sectional studies|['A Jon Stoessl', 'Vesna Sossi']
Phosphorylated α-synuclein in Parkinson’s disease: correlation depends on disease severity|['A Jon Stoessl', 'Vesna Sossi']
Robust graft survival and normalized dopaminergic innervation do not obligate recovery in a P arkinson disease patient|['A Jon Stoessl', 'Vesna Sossi']
Anterior brain glucose hypometabolism predates dementia in progranulin mutation carriers|['A Jon Stoessl', 'Ian Mackenzie', 'Vesna Sossi']
[11C] DTBZ‐PET correlates of levodopa responses in asymmetric Parkinson’s disease|['A Jon Stoessl', 'Vesna Sossi']
PET study of the effects of valproate on dopamine D2 receptors in neuroleptic-and mood-stabilizer-naive patients with nonpsychotic mania|['A Jon Stoessl', 'Vesna Sossi']
Positron emission tomography after fetal transplantation in Huntington's disease|['A Jon Stoessl', 'Vesna Sossi']
Genetic heterogeneity in paroxysmal nonkinesigenic dyskinesia|['A Jon Stoessl', 'Terry Snutch']
PBB3 imaging in Parkinsonian disorders: evidence for binding to tau and other proteins|['A Jon Stoessl', 'Vesna Sossi']
DNAJC12 and dopa‐responsive nonprogressive parkinsonism|['A Jon Stoessl', 'Vesna Sossi']
Apomorphine-induced changes in synaptic dopamine levels: positron emission tomography evidence for presynaptic inhibition|['A Jon Stoessl', 'Vesna Sossi']
Lack of regional selectivity during the progression of Parkinson disease: implications for pathogenesis|['A Jon Stoessl', 'Vesna Sossi']
Cerebrospinal fluid amyloid β and tau in LRRK2 mutation carriers|['A Jon Stoessl', 'Vesna Sossi']
Dopamine transporter relation to levodopa‐derived synaptic dopamine in a rat model of Parkinson’s: an in vivo imaging study|['A Jon Stoessl', 'Vesna Sossi']
PET studies of parkinsonism associated with mutation in the α-synuclein gene|['A Jon Stoessl', 'Vesna Sossi']
Dopamine transporter PET in normal aging: dopamine transporter decline and its possible role in preservation of motor function|['A Jon Stoessl', 'Vesna Sossi']
Visualizing vesicular dopamine dynamics in Parkinson's disease|['A Jon Stoessl', 'Vesna Sossi']
Age and severity of nigrostriatal damage at onset of Parkinson's disease|['A Jon Stoessl', 'Vesna Sossi']
DJ-1 and αSYN in LRRK2 CSF do not correlate with striatal dopaminergic function|['A Jon Stoessl', 'Vesna Sossi']
Behavioral deficits and striatal DA signaling in LRRK2 p. G2019S transgenic rats: a multimodal investigation including PET neuroimaging|['A Jon Stoessl', 'Vesna Sossi']
Autosomal dominant dystonia-plus with cerebral calcifications|['A Jon Stoessl', 'Ian Mackenzie']
In-vivo Measurement of LDOPA Uptake, Dopamine Reserve and Turnover in the Rat Brain Using [18F]FDOPA PET|['A Jon Stoessl', 'Vesna Sossi']
Win-concurrent sensory cues can promote riskier choice|['A Jon Stoessl', 'Catharine Winstanley']
The nature of progression in Parkinson’s disease: an application of non-linear, multivariate, longitudinal random effects modelling|['A Jon Stoessl', 'Vesna Sossi']
Effect of Dopamine Loss and the Metabolite 3-O-Methyl-[18F]Fluoro-dopa on the Relation between the 18F-Fluorodopa Tissue Input Uptake Rate Constant Kocc and the [18F …|['A Jon Stoessl', 'Vesna Sossi']
Positron emission tomography in pallido-ponto-nigral degeneration (PPND) family (frontotemporal dementia with parkinsonism linked to chromosome 17 and point mutation in tau gene)|['A Jon Stoessl', 'Vesna Sossi']
Measuring dopaminergic function in the 6-OHDA-lesioned rat: a comparison of PET and microdialysis|['A Jon Stoessl', 'Vesna Sossi']
Analysis of four dopaminergic tracers kinetics using two different tissue input function methods|['A Jon Stoessl', 'Vesna Sossi']
Clinical, positron emission tomography, and pathological studies of DNAJC13 p. N855S Parkinsonism|['A Jon Stoessl', 'Silke Cresswell', 'Vesna Sossi']
A scan without evidence is not evidence of absence: Scans without evidence of dopaminergic deficit in a symptomatic leucine‐rich repeat kinase 2 mutation carrier|['A Jon Stoessl', 'Vesna Sossi']
In vivo dopaminergic and serotonergic dysfunction in DCTN1 gene mutation carriers|['A Jon Stoessl', 'Silke Cresswell', 'Vesna Sossi']
Data-driven, voxel-based analysis of brain PET images: Application of PCA and LASSO methods to visualize and quantify patterns of neurodegeneration|['A Jon Stoessl', 'Vesna Sossi']
Imaging striatal dopaminergic function in Phospholipase A2 Group VI–related parkinsonism|['A Jon Stoessl', 'Vesna Sossi']
Oral methylphenidate fails to elicit significant changes in extracellular putaminal dopamine levels in Parkinson's disease patients: positron emission tomographic studies|['A Jon Stoessl', 'Vesna Sossi']
Liquid xenon detectors for positron emission tomography|['A Jon Stoessl', 'Vesna Sossi']
PBB3 binding in a patient with corticobasal syndrome.|['A Jon Stoessl', 'Vesna Sossi']
Impact of the spatial normalization template and realignment procedure on the SPM analysis of [11C] raclopride PET studies|['A Jon Stoessl', 'Vesna Sossi']
Effect of population k2 values in graphical estimation of DV ratios of reversible ligands|['A Jon Stoessl', 'Vesna Sossi']
A familial form of parkinsonism, dementia, and motor neuron disease: A longitudinal study|['A Jon Stoessl', 'Vesna Sossi']
Multimodal Imaging of Substantia Nigra in Parkinson's Disease with Levodopa‐Induced Dyskinesia|['A Jon Stoessl', 'Vesna Sossi']
Positron emission tomography demonstrates reduced dopamine transporter expression in PD patients with dyskinesia|['A Jon Stoessl', 'Vesna Sossi']
Ethical issues in the management of Parkinson’s Disease|['A Jon Stoessl', 'Silke Cresswell']
Serotonin transporter binding and motor onset of Parkinson's disease in asymptomatic LRRK2 mutation carriers: a cross-sectional study|['A Jon Stoessl', 'Vesna Sossi']
Aging effect on the rate of progression in Parkinson's disease: A fouryear longitudinal PET study|['A Jon Stoessl', 'Vesna Sossi']
Uniform rate of progression in subregions of the putamen in Parkinson's disease: evidence for the dissociation between the etiology and pathogenesis|['A Jon Stoessl', 'Vesna Sossi']
In vivo PET studies in normal human subjects show that ratios of DAT to VMAT2 in the striatum decrease with a rostrocaudal gradient and also with aging: implications for the …|['A Jon Stoessl', 'Vesna Sossi']
Measuring the BP of four dopaminergic tracers utilizing a tissue input function|['A Jon Stoessl', 'Vesna Sossi']
Risk-Promoting Effects of Reward-Paired Cues in Human Sign-and Goal-Trackers|['A Jon Stoessl', 'Catharine Winstanley']
Homozygous alpha-synuclein a53v in familial parkinson's disease|['A Jon Stoessl', 'Vesna Sossi']
Quantification of inflammation in the rat brain using [11C] PBR28 PET|['A Jon Stoessl', 'Vesna Sossi']
Compensatory mechanisms in the dopamine system of patients with dominantly inherited parkinsonism|['A Jon Stoessl', 'Vesna Sossi']
Impact of different realignment algorithms on the SPM analysis of [/sup 11/C] raclopride PET studies|['A Jon Stoessl', 'Vesna Sossi']
Cortical morphology predicts placebo response in multiple sclerosis|['A Jon Stoessl', 'Vesna Sossi']
Increased Neuroinflammation in Asymptomatic LRRK2 Mutation Carriers: A Pilot PET Imaging Study (P4. 321)|['A Jon Stoessl', 'Vesna Sossi']
Increased dopamine turnover: A possible contributor to the increased risk of Parkinson's disease in LRRK2 mutation carriers|['A Jon Stoessl', 'Vesna Sossi']
Striatal and cortical elevations in serotonin transporter binding precede motor onset in asymptomatic patients with lrrk2 gene mutations|['A Jon Stoessl', 'Vesna Sossi']
Role of DAT in synaptic dopamine oscillations in Parkinson's diseasea: A PET study|['A Jon Stoessl', 'Vesna Sossi']
Comparison of age-related changes in the normal striatum between dopaminergic PET tracers: evidence for the downregulation of dopamine transporters with aging|['A Jon Stoessl', 'Vesna Sossi']
Strategies to reduce scanning time in receptor imaging with Positron Emission Tomography|['A Jon Stoessl', 'Vesna Sossi']
"Duration-dependent, striatal dopamine terminal loss in Parkinson disease levels off at different degrees of severity on the two sides: 11C-DTBZ PET evidence for the"" event …"|['A Jon Stoessl', 'Vesna Sossi']
Effect of striatal dopaminergic denervation on [18F] FDOPA-,[11C] DTBZ-, and [11C] MP-PET scans: a comparative study in patients with Parkinson's disease|['A Jon Stoessl', 'Vesna Sossi']
Position emission tomographic studies of family H: a Greek-American kindred with autosomal dominant levodopa responsive Parkinsonism secondary to a mutation of alpha-synuclein|['A Jon Stoessl', 'Vesna Sossi']
Comparison between the Bmax/Kd Plasma Input and Tissue Input Derived Estimates of in DTBZ Studies of Parkinson's|['A Jon Stoessl', 'Vesna Sossi']
Heterogeneous severity of lesions in the striatum of patients with Parkinson's disease: In vivo PET studies using dihydrotetrabenazine, methyphenidate and F-DOPA|['A Jon Stoessl', 'Vesna Sossi']
Novel voxelwise residual analysis of [11C]raclopride PET data improves detection of low-amplitude dopamine release|['A Jon Stoessl', 'Vesna Sossi']
Effect of exercise on brain metabolism and energetics in PD|['A Jon Stoessl', 'Vesna Sossi']
Detecting two-task dopamine release via residual analysis|['A Jon Stoessl', 'Vesna Sossi']
Multi-tracer PET joint correlation analysis reveals disease-specific patterns in both Parkinson's disease and asymptomatic LRRK2 mutation carriers compared to healthy controls|['A Jon Stoessl', 'Vesna Sossi']
Molecular imaging correlates of sleep dysfunction in Parkinson's disease (PD)|['A Jon Stoessl', 'Vesna Sossi']
Correlating subcortical structure and function in idiopathic Parkinson's disease: A cross-sectional morphometric and [18F]-DOPA PET study|['A Jon Stoessl', 'Vesna Sossi']
11C-PBB3 PET in PD: does alpha-synuclein pathology start in axonal terminals?|['A Jon Stoessl', 'Vesna Sossi']
Glial Cell Line-Derived Neurotrophic Factor (GDNF) in Parkinson's: Emerging Evidence of Clinical Benefit|['A Jon Stoessl', 'Vesna Sossi']
PBB3 Imaging in Parkinsonian disorders: Evidence for binding to abnormally aggregated proteins in addition to tau proteins|['A Jon Stoessl', 'Vesna Sossi']
Robust graft survival and normalized dopaminergic innervation do not obligate recovery in a Parkinson disease patient|['A Jon Stoessl', 'Vesna Sossi']
Reply to letter to the editor: Is there anything more to learn from SWEDD?|['A Jon Stoessl', 'Vesna Sossi']
Brain glucose metabolic abnormalities differ between predementia carriers of GRN and C9ORF72 mutations|['A Jon Stoessl', 'Ian Mackenzie', 'Vesna Sossi']
Investigation of mutation related covariance pattern in asymptomatic carriers of GRN and C9ORF72 mutations using [F18]-FDG PET|['A Jon Stoessl', 'Ian Mackenzie', 'Vesna Sossi']
Tau Imaging in Atypical Parkinsonism: Preliminary Evidence with [11C] PBB3 PET in PSP Subjects (S5. 001)|['A Jon Stoessl', 'Vesna Sossi']
Examining dopaminergic and clinical differences between habitual exercisers and sedentary individuals with Parkinson's disease|['A Jon Stoessl', 'Silke Cresswell', 'Vesna Sossi']
A Longitudinal [11C](±) dihydrotetrabenazine PET Study of Gender Difference in the Progression of Dopaminergic Dysfunction in the Parkinsonian Caudate (P6. 064)|['A Jon Stoessl', 'Vesna Sossi']
Measurements of Dopaminergic Function in the Rat Brain Using [18F] FDOPA PET and Microdialysis|['A Jon Stoessl', 'Vesna Sossi']
Catecholamine Research in the 21st Century: Insights into LRRK2-Mutation Related PD from PET Imaging Studies|['A Jon Stoessl', 'Vesna Sossi']
Insights into LRRK2-Mutation Related PD from PET Imaging Studies|['A Jon Stoessl', 'Vesna Sossi']
Autosomal-Dominant Parkinsonism Associated with a Newly Described Mutation in DNAJC13: Clinical, Imaging and Pathological Description (S13. 002)|['A Jon Stoessl', 'Silke Cresswell', 'Vesna Sossi']
Longitudinal Changes in Caudate Dopamine Processing in Parkinson's Disease: A Multi-Tracer PET Study (S33. 005)|['A Jon Stoessl', 'Vesna Sossi']
The application of PET imaging to LRRK2 rodent models of PD|['A Jon Stoessl', 'Vesna Sossi']
Positron emission tomography in Parkinson’s disease|['A Jon Stoessl', 'Silke Cresswell']
2.027 FUNCTIONAL IMAGING OF NIGROSTRIATAL DOPAMINERGIC SYSTEM WITH POSITRON EMISSION TOMOGRAPHY IN ADULT-ONSET DYSTONIA-PARKINSONISM (PARK14) DUE TO PLA2G6 MUTATION|['A Jon Stoessl', 'Vesna Sossi']
Presymptomatic C9ORF72 mutation carriers show a diffuse pattern of glucose metabolic reductions on [18] F-FDG-PET imaging|['A Jon Stoessl', 'Ian Mackenzie', 'Vesna Sossi']
Are There Gender-Related Differences in the Progression of Parkinson's Disease? Findings from a Longitudinal [C-11](+/-) Dihydrotetrabenazine PET Study|['A Jon Stoessl', 'Vesna Sossi']
Traditional Versus Computerized Finger Tapping in Patients with Parkinson’s Disease|['A Jon Stoessl', 'Silke Cresswell']
Screening for Cognitive Impairment with the Montreal Cognitive Assessment in Parkinson's Disease Patients|['A Jon Stoessl', 'Silke Cresswell']
P2‐379:(18) F‐Fluorodeoxyglucose positron emission tomography in presymptomatic progranulin mutation carriers|['A Jon Stoessl', 'Ian Mackenzie', 'Vesna Sossi']
Neuroimaging of dopaminergic function in a case of Perry syndrome|['A Jon Stoessl', 'Silke Cresswell', 'Vesna Sossi']
3.118 Investigation of the role of expectation in the mechanism of the placebo effect in Parkinson's disease using high-resolution positron emission tomography (PET) with [11C …|['A Jon Stoessl', 'Vesna Sossi']
Imaging of the Parkinsonian Brain in Relation to Restorative Therapy|['A Jon Stoessl', 'Vesna Sossi']
Effects of the capacity of dopamine sequestration on the rate of progression in Parkinson's disease|['A Jon Stoessl', 'Vesna Sossi']
Correlation between the regulatory changes of presynaptic PET markers and the severity of dopamine terminal loss in the striatum of Parkinson's disease|['A Jon Stoessl', 'Vesna Sossi']
Dopa decarboxylase upregulation and dopamine transporter downregulation compensate for striatal dopamine deficiency in pre-symptomatic familial Parkinson's disease|['A Jon Stoessl', 'Vesna Sossi']
The presence of 3-O-methyl-[18F] fluoro-DOPA (30MFD) influences the evaluation of the 18F-fluorodopa tissue input uptake rate constant in a disease dependent way: a study in …|['A Jon Stoessl', 'Vesna Sossi']
The dopamine effective distribution volume: A good classifying estimator of early Parkinson's disease.|['A Jon Stoessl', 'Vesna Sossi']
Effect of average kinetic parameters in graphical estimation of distribution volume ratios of three reversible ligands|['A Jon Stoessl', 'Vesna Sossi']
Dopamine agonist therapy affects uptake of [F-18] 6-fluorodopa as measured by positron emission tomography|['A Jon Stoessl', 'Vesna Sossi']
A novel porcine model of traumatic thoracic spinal cord injury|['Peter Cripton', 'Wolfram Tetzlaff']
Repetitive closed-head impact model of engineered rotational acceleration (CHIMERA) injury in rats increases impulsivity, decreases dopaminergic innervation in the olfactory …|['Peter Cripton', 'Catharine Winstanley']
Relating histopathology and mechanical strain in experimental contusion spinal cord injury in a rat model|['Peter Cripton', 'Wolfram Tetzlaff']
Quantifying the internal deformation of the rodent spinal cord during acute spinal cord injury–the validation of a method|['Peter Cripton', 'Wolfram Tetzlaff']
Biomechanical aspects of spinal cord injury|['Peter Cripton', 'Wolfram Tetzlaff']
High-Speed Fluoroscopy to Measure Dynamic Spinal Cord Deformation in an In Vivo Rat Model|['Peter Cripton', 'Wolfram Tetzlaff']
The 3rd Joint Symposium of the International and National Neurotrauma Societies and AANS/CNS Section on Neurotrauma and Critical Care August 11–16, 2018 Toronto, Canada|['Peter Cripton', 'Wolfram Tetzlaff']
In vivo and non-invasive analysis of spinal cord deformations for rodent research using magnetic resonance imaging|['Peter Cripton', 'Wolfram Tetzlaff']
Using the Closed-Head Impact Model of Engineered Rotational Acceleration to Study Co-occurring Traumatic Brain and Spinal Cord Injury|['Peter Cripton', 'Wolfram Tetzlaff']
CHARACTERIZING A MURINE MODEL TO DIAGNOSE AND STUDY CONCOMITANT SPINAL CORD AND BRAIN INJURIES: DO CO-OCCURRING INJURIES AFFECT DEFICITS?|['Peter Cripton', 'Wolfram Tetzlaff']
Protective effect of ketogenic diet on neuropathology and behavior after repetitive mild traumatic brain injury using CHIMERA in juvenile mice|['Peter Cripton', 'Wolfram Tetzlaff']
Radiography used to measure internal spinal cord deformation in an in vivo rat model|['Peter Cripton', 'Wolfram Tetzlaff']
Technique for Quantitative Analysis of Cervical Myelopathy using Magnetic Resonance Imaging: Poster# 39|['Peter Cripton', 'Wolfram Tetzlaff']
Seventh Annual Meeting, Mont Tremblant Ski Resort, Mont Tremblant, Quebec, Wednesday, March 21 to Saturday March 24, 2007Access to spinal care: a tale of 2 citiesDoes the …|['Peter Cripton', 'Wolfram Tetzlaff']
High Speed Radiography Can Be Used to Measure Dynamic Spinal Cord Deformation in an in vivo Rodent Model|['Peter Cripton', 'Wolfram Tetzlaff']
Local self-renewal can sustain CNS microglia maintenance and function throughout adult life|['Wolfram Tetzlaff', 'Fabio Rossi']
Peripheral olfactory ensheathing cells reduce scar and cavity formation and promote regeneration after spinal cord injury|['Wolfram Tetzlaff', 'Jane Roskams']
Lamina propria and olfactory bulb ensheathing cells exhibit differential integration and migration and promote differential axon sprouting in the lesioned spinal cord|['Wolfram Tetzlaff', 'Jane Roskams']
SPARC from olfactory ensheathing cells stimulates Schwann cells to promote neurite outgrowth and enhances spinal cord repair|['Wolfram Tetzlaff', 'Jane Roskams']
Peripherally–derived olfactory ensheathing cells do not promote primary afferent regeneration following dorsal root injury|['Wolfram Tetzlaff', 'Jane Roskams']
Undesired effects of a combinatorial treatment for spinal cord injury–transplantation of olfactory ensheathing cells and BDNF infusion to the red nucleus|['Wolfram Tetzlaff', 'Jane Roskams']
Directing stem cells and progenitor cells on the stage of spinal cord injury.|['Wolfram Tetzlaff', 'Jane Roskams']
Adult spinal cord radial glia display a unique progenitor phenotype|['Wolfram Tetzlaff', 'Jane Roskams']
Combination of olfactory ensheathing cells with local versus systemic cAMP treatment after a cervical rubrospinal tract injury|['Wolfram Tetzlaff', 'Jane Roskams']
The Safety and Feasibility of Mediterranean-Ketogenic Dietary Interventions on Gut Health in Parkinson’s Disease: A Protocol for an Open-label, Randomized, Crossover Design …|['Wolfram Tetzlaff', 'Silke Cresswell']
Olfactory ensheathing cell-produced SPARC modulates Schwann cell activation to promote neurite outgrowth and spinal cord repair|['Wolfram Tetzlaff', 'Jane Roskams']
Selective roles for hippocampal, prefrontal cortical, and ventral striatal circuits in radial-arm maze tasks with or without a delay|['Anthony Phillips', 'Jeremy Seamans']
D1 receptor modulation of hippocampal–prefrontal cortical circuits integrating spatial memory with executive functions in the rat|['Anthony Phillips', 'Jeremy Seamans']
Functional differences between the prelimbic and anterior cingulate regions of the rat prefrontal cortex.|['Anthony Phillips', 'Jeremy Seamans']
Nucleus accumbens long-term depression and the expression of behavioral sensitization|['Anthony Phillips', 'Yu Tian Wang']
Hippocampal long-term depression is required for the consolidation of spatial memory|['Anthony Phillips', 'Yu Tian Wang']
Hippocampal long-term depression mediates acute stress-induced spatial memory retrieval impairment|['Anthony Phillips', 'Yu Tian Wang']
Antidepressant effects of ketamine and the roles of AMPA glutamate receptors and other mechanisms beyond NMDA receptor antagonism|['Anthony Phillips', 'Yu Tian Wang']
Selective memory impairments produced by transient lidocaine-induced lesions of the nucleus accumbens in rats.|['Anthony Phillips', 'Jeremy Seamans']
Disruption of AMPA receptor endocytosis impairs the extinction, but not acquisition of learned fear|['Anthony Phillips', 'Yu Tian Wang']
NMDA GluN2A and GluN2B receptors play separate roles in the induction of LTP and LTD in the amygdala and in the acquisition and extinction of conditioned fear|['Anthony Phillips', 'Yu Tian Wang']
Differential effects of lidocaine infusions into the ventral CA1/subiculum or the nucleus accumbens on the acquisition and retention of spatial information|['Anthony Phillips', 'Jeremy Seamans']
Evaluation of the Wistar-Kyoto rat model of depression and the role of synaptic plasticity in depression and antidepressant response|['Anthony Phillips', 'Yu Tian Wang']
A selective role for dopamine in the nucleus accumbens of the rat in random foraging but not delayed spatial win-shift-based foraging|['Anthony Phillips', 'Jeremy Seamans']
Tolcapone enhances food-evoked dopamine efflux and executive memory processes mediated by the rat prefrontal cortex|['Anthony Phillips', 'Jeremy Seamans']
